ID_Num Regressor session run
2003 AmbigApproach2sResponse pretreatment run1
2003 AmbigApproach2sRestOfTrial pretreatment run1
2003 AmbigAvoid2sResponse pretreatment run1
2003 AmbigAvoid2sRestOfTrial pretreatment run1
2003 Approach2sResponse pretreatment run1
2003 Approach2sRestOfTrial pretreatment run1
2003 Avoid2sResponse pretreatment run1
2003 Avoid2sRestOfTrial pretreatment run1
2003 NoInterest pretreatment run1
2003 XResponse2sResponse pretreatment run1
2003 XResponse2sRestOfTrial pretreatment run1
2003 AmbigApproach2sResponse pretreatment run2
2003 AmbigApproach2sRestOfTrial pretreatment run2
2003 AmbigAvoid2sResponse pretreatment run2
2003 AmbigAvoid2sRestOfTrial pretreatment run2
2003 Approach2sResponse pretreatment run2
2003 Approach2sRestOfTrial pretreatment run2
2003 Avoid2sResponse pretreatment run2
2003 Avoid2sRestOfTrial pretreatment run2
2003 NoInterest pretreatment run2
2003 XResponse2sResponse pretreatment run2
2003 XResponse2sRestOfTrial pretreatment run2
2003 AmbigApproach2sResponse posttreatment run1
2003 AmbigApproach2sRestOfTrial posttreatment run1
2003 AmbigAvoid2sResponse posttreatment run1
2003 AmbigAvoid2sRestOfTrial posttreatment run1
2003 Approach2sResponse posttreatment run1
2003 Approach2sRestOfTrial posttreatment run1
2003 Avoid2sResponse posttreatment run1
2003 Avoid2sRestOfTrial posttreatment run1
2003 NoInterest posttreatment run1
2003 XResponse2sResponse posttreatment run1
2003 XResponse2sRestOfTrial posttreatment run1
2003 AmbigApproach2sResponse posttreatment run2
2003 AmbigApproach2sRestOfTrial posttreatment run2
2003 AmbigAvoid2sResponse posttreatment run2
2003 AmbigAvoid2sRestOfTrial posttreatment run2
2003 Approach2sResponse posttreatment run2
2003 Approach2sRestOfTrial posttreatment run2
2003 Avoid2sResponse posttreatment run2
2003 Avoid2sRestOfTrial posttreatment run2
2003 NoInterest posttreatment run2
2003 XResponse2sResponse posttreatment run2
2003 XResponse2sRestOfTrial posttreatment run2
2004 AmbigApproach2sResponse pretreatment run1
2004 AmbigApproach2sRestOfTrial pretreatment run1
2004 AmbigAvoid2sResponse pretreatment run1
2004 AmbigAvoid2sRestOfTrial pretreatment run1
2004 Avoid2sResponse pretreatment run1
2004 Avoid2sRestOfTrial pretreatment run1
2004 NoInterest pretreatment run1
2004 XResponse2sResponse pretreatment run1
2004 XResponse2sRestOfTrial pretreatment run1
2004 AmbigAvoid2sResponse pretreatment run2
2004 AmbigAvoid2sRestOfTrial pretreatment run2
2004 Avoid2sResponse pretreatment run2
2004 Avoid2sRestOfTrial pretreatment run2
2004 NoInterest pretreatment run2
2004 XResponse2sResponse pretreatment run2
2004 XResponse2sRestOfTrial pretreatment run2
2004 AmbigApproach2sResponse posttreatment run1
2004 AmbigApproach2sRestOfTrial posttreatment run1
2004 AmbigAvoid2sResponse posttreatment run1
2004 AmbigAvoid2sRestOfTrial posttreatment run1
2004 Approach2sResponse posttreatment run1
2004 Approach2sRestOfTrial posttreatment run1
2004 Avoid2sResponse posttreatment run1
2004 Avoid2sRestOfTrial posttreatment run1
2004 NoInterest posttreatment run1
2004 XResponse2sResponse posttreatment run1
2004 XResponse2sRestOfTrial posttreatment run1
2004 AmbigAvoid2sResponse posttreatment run2
2004 AmbigAvoid2sRestOfTrial posttreatment run2
2004 Approach2sResponse posttreatment run2
2004 Approach2sRestOfTrial posttreatment run2
2004 Avoid2sResponse posttreatment run2
2004 Avoid2sRestOfTrial posttreatment run2
2004 NoInterest posttreatment run2
2004 XResponse2sResponse posttreatment run2
2004 XResponse2sRestOfTrial posttreatment run2
2008 AmbigApproach2sResponse pretreatment run1
2008 AmbigApproach2sRestOfTrial pretreatment run1
2008 AmbigAvoid2sResponse pretreatment run1
2008 AmbigAvoid2sRestOfTrial pretreatment run1
2008 Approach2sResponse pretreatment run1
2008 Approach2sRestOfTrial pretreatment run1
2008 Avoid2sResponse pretreatment run1
2008 Avoid2sRestOfTrial pretreatment run1
2008 NoInterest pretreatment run1
2008 XResponse2sResponse pretreatment run1
2008 XResponse2sRestOfTrial pretreatment run1
2008 AmbigApproach2sResponse pretreatment run2
2008 AmbigApproach2sRestOfTrial pretreatment run2
2008 AmbigAvoid2sResponse pretreatment run2
2008 AmbigAvoid2sRestOfTrial pretreatment run2
2008 Approach2sResponse pretreatment run2
2008 Approach2sRestOfTrial pretreatment run2
2008 Avoid2sResponse pretreatment run2
2008 Avoid2sRestOfTrial pretreatment run2
2008 NoInterest pretreatment run2
2008 XResponse2sResponse pretreatment run2
2008 XResponse2sRestOfTrial pretreatment run2
2008 AmbigApproach2sResponse posttreatment run1
2008 AmbigApproach2sRestOfTrial posttreatment run1
2008 AmbigAvoid2sResponse posttreatment run1
2008 AmbigAvoid2sRestOfTrial posttreatment run1
2008 Approach2sResponse posttreatment run1
2008 Approach2sRestOfTrial posttreatment run1
2008 Avoid2sResponse posttreatment run1
2008 Avoid2sRestOfTrial posttreatment run1
2008 NoInterest posttreatment run1
2008 XResponse2sResponse posttreatment run1
2008 XResponse2sRestOfTrial posttreatment run1
2008 AmbigApproach2sResponse posttreatment run2
2008 AmbigApproach2sRestOfTrial posttreatment run2
2008 AmbigAvoid2sResponse posttreatment run2
2008 AmbigAvoid2sRestOfTrial posttreatment run2
2008 Approach2sResponse posttreatment run2
2008 Approach2sRestOfTrial posttreatment run2
2008 Avoid2sResponse posttreatment run2
2008 Avoid2sRestOfTrial posttreatment run2
2008 NoInterest posttreatment run2
2008 XResponse2sResponse posttreatment run2
2008 XResponse2sRestOfTrial posttreatment run2
2009 AmbigApproach2sResponse pretreatment run1
2009 AmbigApproach2sRestOfTrial pretreatment run1
2009 AmbigAvoid2sResponse pretreatment run1
2009 AmbigAvoid2sRestOfTrial pretreatment run1
2009 Approach2sResponse pretreatment run1
2009 Approach2sRestOfTrial pretreatment run1
2009 Avoid2sResponse pretreatment run1
2009 Avoid2sRestOfTrial pretreatment run1
2009 NoInterest pretreatment run1
2009 XResponse2sResponse pretreatment run1
2009 XResponse2sRestOfTrial pretreatment run1
2009 AmbigApproach2sResponse pretreatment run2
2009 AmbigApproach2sRestOfTrial pretreatment run2
2009 AmbigAvoid2sResponse pretreatment run2
2009 AmbigAvoid2sRestOfTrial pretreatment run2
2009 Approach2sResponse pretreatment run2
2009 Approach2sRestOfTrial pretreatment run2
2009 Avoid2sResponse pretreatment run2
2009 Avoid2sRestOfTrial pretreatment run2
2009 NoInterest pretreatment run2
2009 XResponse2sResponse pretreatment run2
2009 XResponse2sRestOfTrial pretreatment run2
2009 AmbigApproach2sResponse posttreatment run1
2009 AmbigApproach2sRestOfTrial posttreatment run1
2009 AmbigAvoid2sResponse posttreatment run1
2009 AmbigAvoid2sRestOfTrial posttreatment run1
2009 Approach2sResponse posttreatment run1
2009 Approach2sRestOfTrial posttreatment run1
2009 Avoid2sResponse posttreatment run1
2009 Avoid2sRestOfTrial posttreatment run1
2009 NoInterest posttreatment run1
2009 XResponse2sResponse posttreatment run1
2009 XResponse2sRestOfTrial posttreatment run1
2009 AmbigApproach2sResponse posttreatment run2
2009 AmbigApproach2sRestOfTrial posttreatment run2
2009 AmbigAvoid2sResponse posttreatment run2
2009 AmbigAvoid2sRestOfTrial posttreatment run2
2009 Approach2sResponse posttreatment run2
2009 Approach2sRestOfTrial posttreatment run2
2009 Avoid2sResponse posttreatment run2
2009 Avoid2sRestOfTrial posttreatment run2
2009 NoInterest posttreatment run2
2009 XResponse2sResponse posttreatment run2
2009 XResponse2sRestOfTrial posttreatment run2
2011 AmbigApproach2sResponse pretreatment run1
2011 AmbigApproach2sRestOfTrial pretreatment run1
2011 AmbigAvoid2sResponse pretreatment run1
2011 AmbigAvoid2sRestOfTrial pretreatment run1
2011 Approach2sResponse pretreatment run1
2011 Approach2sRestOfTrial pretreatment run1
2011 Avoid2sResponse pretreatment run1
2011 Avoid2sRestOfTrial pretreatment run1
2011 NoInterest pretreatment run1
2011 XResponse2sResponse pretreatment run1
2011 XResponse2sRestOfTrial pretreatment run1
2011 AmbigApproach2sResponse pretreatment run2
2011 AmbigApproach2sRestOfTrial pretreatment run2
2011 Approach2sResponse pretreatment run2
2011 Approach2sRestOfTrial pretreatment run2
2011 Avoid2sResponse pretreatment run2
2011 Avoid2sRestOfTrial pretreatment run2
2011 NoInterest pretreatment run2
2011 XResponse2sResponse pretreatment run2
2011 XResponse2sRestOfTrial pretreatment run2
2011 AmbigApproach2sResponse posttreatment run1
2011 AmbigApproach2sRestOfTrial posttreatment run1
2011 AmbigAvoid2sResponse posttreatment run1
2011 AmbigAvoid2sRestOfTrial posttreatment run1
2011 Approach2sResponse posttreatment run1
2011 Approach2sRestOfTrial posttreatment run1
2011 Avoid2sResponse posttreatment run1
2011 Avoid2sRestOfTrial posttreatment run1
2011 NoInterest posttreatment run1
2011 XResponse2sResponse posttreatment run1
2011 XResponse2sRestOfTrial posttreatment run1
2011 AmbigApproach2sResponse posttreatment run2
2011 AmbigApproach2sRestOfTrial posttreatment run2
2011 AmbigAvoid2sResponse posttreatment run2
2011 AmbigAvoid2sRestOfTrial posttreatment run2
2011 Approach2sResponse posttreatment run2
2011 Approach2sRestOfTrial posttreatment run2
2011 Avoid2sResponse posttreatment run2
2011 Avoid2sRestOfTrial posttreatment run2
2011 NoInterest posttreatment run2
2011 XResponse2sResponse posttreatment run2
2011 XResponse2sRestOfTrial posttreatment run2
2016 AmbigApproach2sResponse pretreatment run1
2016 AmbigApproach2sRestOfTrial pretreatment run1
2016 AmbigAvoid2sResponse pretreatment run1
2016 AmbigAvoid2sRestOfTrial pretreatment run1
2016 Approach2sResponse pretreatment run1
2016 Approach2sRestOfTrial pretreatment run1
2016 Avoid2sResponse pretreatment run1
2016 Avoid2sRestOfTrial pretreatment run1
2016 NoInterest pretreatment run1
2016 XResponse2sResponse pretreatment run1
2016 XResponse2sRestOfTrial pretreatment run1
2016 AmbigApproach2sResponse pretreatment run2
2016 AmbigApproach2sRestOfTrial pretreatment run2
2016 AmbigAvoid2sResponse pretreatment run2
2016 AmbigAvoid2sRestOfTrial pretreatment run2
2016 Approach2sResponse pretreatment run2
2016 Approach2sRestOfTrial pretreatment run2
2016 Avoid2sResponse pretreatment run2
2016 Avoid2sRestOfTrial pretreatment run2
2016 NoInterest pretreatment run2
2016 XResponse2sResponse pretreatment run2
2016 XResponse2sRestOfTrial pretreatment run2
2016 AmbigApproach2sResponse posttreatment run1
2016 AmbigApproach2sRestOfTrial posttreatment run1
2016 AmbigAvoid2sResponse posttreatment run1
2016 AmbigAvoid2sRestOfTrial posttreatment run1
2016 Approach2sResponse posttreatment run1
2016 Approach2sRestOfTrial posttreatment run1
2016 Avoid2sResponse posttreatment run1
2016 Avoid2sRestOfTrial posttreatment run1
2016 NoInterest posttreatment run1
2016 XResponse2sResponse posttreatment run1
2016 XResponse2sRestOfTrial posttreatment run1
2016 AmbigApproach2sResponse posttreatment run2
2016 AmbigApproach2sRestOfTrial posttreatment run2
2016 Approach2sResponse posttreatment run2
2016 Approach2sRestOfTrial posttreatment run2
2016 Avoid2sResponse posttreatment run2
2016 Avoid2sRestOfTrial posttreatment run2
2016 NoInterest posttreatment run2
2016 XResponse2sResponse posttreatment run2
2016 XResponse2sRestOfTrial posttreatment run2
2017 AmbigApproach2sResponse pretreatment run1
